Date,US900123BB58,US900123AY60,US900123CB40,RU000A0JXU14,XS0767473852,XS0088543193,RU000A1006S9,XS3020792696,XS2010028939,XS2010043904,XS1678623734,XS1678623064,XS2808539410,XS2334109423,XS3262542155,XS2801343414
2023-07-17,8.566366479349314,8.642052062007483,8.49465083851,14.647249229128203,9.610327526622708,13.310467811100546,18.166680838770365,,7.1813694014085545,7.283552971187506,5.55321855324231,6.013008155735945,,6.597931721006425,,
2023-07-18,8.464409023324743,8.565113853407661,8.429502006085606,14.647249229128203,9.610327526622708,13.028394247217662,18.166680838770365,,7.154479744482645,7.257327721570022,5.5351491436971,6.003329444205667,,6.578032731983452,,
2023-07-19,8.37384490525389,8.603501699659223,8.430911215756307,14.825038014988412,9.531791819015238,12.888742787959101,17.954722900771287,,7.160237074292594,7.287928170753453,5.533644711418685,5.970466906289151,,6.597931721006425,,
2023-07-20,8.406893248733507,8.535368176177997,8.387370300004065,15.007302968216047,9.37736128734968,12.612154968995027,17.746914508479918,,7.137223232271193,7.242050162650146,5.554725690895399,5.974329476777887,,6.58599073698397,,
2023-07-21,8.417088836625117,8.495857967733752,8.365013748942921,15.007302968216047,9.301430507556736,12.543565753534391,17.746914508479918,,7.152561208213291,7.26387986790809,5.5351491436971,5.9975251134014975,,6.601913109942645,,
2023-07-24,8.406893248733507,8.48600717940405,8.376182189317284,15.007302968216047,9.301430507556736,12.680965939571557,17.746914508479918,,7.114250580414873,7.233326898083312,5.532140486860139,6.018818281285579,,6.562123079715077,,
2023-07-25,8.403073170084426,8.560858513246624,8.355257449049834,15.007302968216047,9.37736128734968,12.750000000000014,18.166680838770365,,7.104690765461622,7.187610295991847,5.5351491436971,5.937673825530988,,6.589970534657866,,
2023-07-26,8.364970001390171,8.563695185601688,8.41121064103707,15.007302968216047,9.37736128734968,12.750000000000014,18.166680838770365,,7.055094217013131,7.211540234282059,5.51710965377008,5.958884961062646,,6.58599073698397,,
2023-07-27,8.371308237229583,8.515591617306109,8.370595514351956,15.007302968216047,9.37736128734968,12.750000000000014,18.166680838770365,,7.011379616760985,7.098741736368621,5.476629704122877,5.881892199148923,,6.582011469469393,,
2023-07-28,8.099423034054794,8.424331206772315,8.172684047309627,15.007302968216047,9.37736128734968,12.750000000000014,18.166680838770365,,7.05319048108672,7.1810903702931945,5.51710965377008,5.876133121030358,,6.58599073698397,,
2023-07-31,8.157280296004132,8.23219905695659,8.08400265114266,15.007302968216047,9.37736128734968,12.203900091223725,18.166680838770365,,6.99052518926108,7.126864303146179,5.523119498545207,5.876133121030358,,6.562123079715077,,
2023-08-01,8.169643447489072,8.452313859448939,8.094685821395739,15.007302968216047,9.37736128734968,11.936027194913464,18.166680838770365,,6.988631012917561,7.077143757497215,5.491604741322468,5.866539408246239,,6.550196399419747,,
2023-08-02,8.411989457700631,8.62489842133447,8.388770200111065,15.007302968216047,9.301430507556736,11.671498882643592,18.60367604809149,,7.0436760370701315,7.111715025195142,5.505099902272089,5.889574298626699,,6.550196399419747,,
2023-08-03,8.445192248302384,8.56937118411572,8.43655117868361,15.007302968216047,9.301430507556736,11.671498882643592,18.166680838770365,,7.112338047619852,7.194132971628529,5.590959669873219,5.947311655661412,,6.554171430359313,,
2023-08-04,8.37892059868993,8.438311760121636,8.324692041302693,15.007302968216047,9.339290681545242,11.671498882643592,18.166680838770365,,7.253292291351003,7.135527703584859,5.647057452330129,5.976261122667912,,6.542247924365747,,
2023-08-07,8.362436079554836,8.491634894363337,8.302554767563109,15.007302968216047,9.339290681545242,11.671498882643592,18.166680838770365,,7.263358505852229,7.155038122772585,5.574337473365127,5.966605297143334,,6.526357317913664,,
2023-08-08,8.328304646682176,8.436912736245091,8.298412616685846,15.007302968216047,9.339290681545242,11.671498882643592,18.166680838770365,,7.21109540190768,7.10738938562512,5.557740591734248,5.939600912586082,,6.534301564210673,,
2023-08-09,8.275492570958455,8.460725487064122,8.32607818914956,15.007302968216047,9.339290681545242,11.671498882643592,18.166680838770365,,7.257317882781933,7.116041875586415,5.568299318579002,5.947311655661412,,6.5223859871367935,,
