date,actual,predicted,split_date,is_hit
2026-02-23,0.016022723629516365,0.003074854068043896,2026-01-01,1
2026-02-24,-0.003612314129668693,-0.0016732716424612134,2026-01-01,1
2026-02-25,0.0564315109374855,0.0006463396853381826,2026-01-01,1
2026-02-26,0.02357994606567259,0.005183698780733042,2026-01-01,1
2026-02-27,0.008891435870853599,-0.0016606724213062845,2026-01-01,0
2026-03-02,-0.016163230716226037,-0.0020379266377927472,2026-01-01,1
2026-03-03,-0.04834073655367921,-0.0014157499896662589,2026-01-01,1
2026-03-04,0.015020672492312951,-0.003900911235099095,2026-01-01,0
2026-03-05,-0.026791222658673963,0.0020257104166217024,2026-01-01,0
2026-03-06,-0.03030022755480781,-0.003195308953347259,2026-01-01,1
2026-03-09,-0.029444667194515224,-0.0017751113368728,2026-01-01,1
2026-03-10,0.05207205997461351,0.003247907955205169,2026-01-01,1
2026-03-11,-0.016963023532951756,-8.725466603429872e-05,2026-01-01,1
2026-03-12,-0.04360753074959698,-0.0004410334435080328,2026-01-01,1
2026-03-13,-0.020251625468829616,-0.0019375352548455197,2026-01-01,1
2026-03-16,0.0023775220179227284,-0.0009354771256854988,2026-01-01,0
2026-03-17,0.012509076865420733,0.0037679866756287943,2026-01-01,1
2026-03-18,0.0012762871729165366,0.00031358785671173556,2026-01-01,1
2026-03-19,-0.04721104644654175,-0.0030980845824782476,2026-01-01,1
2026-03-20,-0.021013362734326378,-0.0024106615919174046,2026-01-01,1
2026-03-23,0.019040118746452415,-0.002952051573545648,2026-01-01,0
2026-03-24,0.01232104837910192,0.0007185268389265193,2026-01-01,1
2026-03-25,0.03720667156912979,0.00023937000988459177,2026-01-01,1
2026-03-26,-0.032971339122681916,0.0021403948138824483,2026-01-01,0
2026-03-27,-0.017218738958075203,-0.004058721007354622,2026-01-01,1
2026-03-30,-0.017858494592809,0.0009543118979547353,2026-01-01,0
2026-03-31,0.021389688563347775,-0.000754091328017778,2026-01-01,0
2026-04-01,0.06279624447583423,0.0060187413067375566,2026-01-01,1
2026-04-02,0.005813993937871868,-0.0012970310136204168,2026-01-01,0
2026-04-03,-0.000844875502271161,-0.0006010922074034605,2026-01-01,1
2026-04-06,-0.000844875502271161,-0.00024356168805040403,2026-01-01,1
2026-04-07,-0.004058161269003681,0.0024893309269156737,2026-01-01,0
2026-04-08,0.09666375779680518,0.0013344200202224682,2026-01-01,1
2026-04-09,-0.010840392541782623,0.0020618939657075057,2026-01-01,0
2026-04-10,0.015781519552960338,0.0007516194130334161,2026-01-01,1
2026-04-13,0.02149667358490628,0.000115968907736688,2026-01-01,1
2026-04-14,0.022473363286093326,0.003765477784070843,2026-01-01,1
2026-04-15,-0.006666590375847211,0.0015708367946787956,2026-01-01,0
2026-04-16,-0.0006005675216083993,-0.0005525900393959486,2026-01-01,1
2026-04-17,0.033220382752356684,0.0010850068396217436,2026-01-01,1
2026-04-20,-0.010888579620972515,0.001209728864855104,2026-01-01,0
2026-04-21,-0.010377211070515155,-0.0007240173479658837,2026-01-01,1
2026-04-22,0.0028138924949111244,-0.002054517929434553,2026-01-01,0
2026-04-23,-0.013287399227868054,0.0027757427796533175,2026-01-01,0
2026-04-24,-0.02111188681267423,-0.0010285083627651049,2026-01-01,1
2026-04-27,-0.006567893522730389,-1.5252020693383079e-05,2026-01-01,1
2026-04-28,-0.019746661304792846,0.0010496449161904035,2026-01-01,0
2026-04-29,-0.004633100530198143,0.00033130852481874374,2026-01-01,0
2026-04-30,0.010333171932532397,-0.0007849856477685315,2026-01-01,0
2026-05-01,-0.02051777797589704,0.00011063710022715517,2026-01-01,0
2026-05-04,-0.000844875502271161,-0.0024000607183304466,2026-01-01,1
2026-05-05,-0.011140429080097478,-0.0021729027761692413,2026-01-01,1
2026-05-06,-0.0027558218741871024,0.00245448226910082,2026-01-01,0
2026-05-07,0.026265765624438532,0.0034202454748169615,2026-01-01,1
2026-05-08,-0.018063871264974052,-0.0030118180783556972,2026-01-01,1
