Date,Price
7/31/2020,136.9
8/3/2020,137.27
8/4/2020,138.67
8/5/2020,140.93
8/6/2020,142.31
8/7/2020,142.36
8/10/2020,143.57
8/11/2020,141.95
8/12/2020,142.94
8/13/2020,143.09
8/14/2020,141.48
8/17/2020,139.48
8/18/2020,140.13
8/19/2020,139.99
8/20/2020,139.36
8/21/2020,138.8
8/24/2020,138.61
8/25/2020,137.82
8/26/2020,135.83
8/27/2020,135.85
8/28/2020,135.57
8/31/2020,136.14
9/1/2020,136.9
9/2/2020,138.2
9/3/2020,137.34
9/4/2020,135.92
9/7/2020,134.87
9/8/2020,133.96
9/9/2020,134.06
9/10/2020,134.37
9/11/2020,134.66
9/14/2020,134.6
9/15/2020,134.67
9/16/2020,134.96
9/17/2020,135.06
9/18/2020,134.72
9/21/2020,133.47
9/22/2020,133.91
9/23/2020,133.47
9/24/2020,132.88
9/25/2020,133.01
9/28/2020,132.58
9/29/2020,133.56
9/30/2020,132.97
10/1/2020,134.96
10/2/2020,133.24
10/5/2020,133.56
10/6/2020,133.44
10/7/2020,133.59
10/8/2020,134.22
10/9/2020,134.61
10/12/2020,134.68
10/13/2020,134.61
10/14/2020,134.43
10/15/2020,134.33
10/16/2020,134.38
10/19/2020,134.64
10/20/2020,134.48
10/21/2020,134.16
10/22/2020,133.42
10/23/2020,133.5
10/26/2020,133.29
10/27/2020,133.05
10/28/2020,132.71
10/29/2020,131.38
10/30/2020,131.35
11/2/2020,130.93
11/3/2020,131.4
11/4/2020,133.32
11/5/2020,135.86
11/6/2020,135.67
11/9/2020,136.34
11/10/2020,136.12
11/11/2020,135.93
11/12/2020,136.2
11/13/2020,136.5
11/16/2020,136.92
11/17/2020,136.7
11/18/2020,136.64
11/19/2020,137.08
11/20/2020,136.7
11/23/2020,136.61
11/24/2020,136.67
11/25/2020,136.45
11/26/2020,136.38
11/27/2020,136.71
11/30/2020,136.64
12/1/2020,136.53
12/2/2020,136.31
12/3/2020,136.61
12/4/2020,136.62
12/7/2020,136.86
12/8/2020,136.4
12/9/2020,137.1
12/10/2020,136.92
12/11/2020,137.58
12/14/2020,138.09
12/15/2020,138.68
12/16/2020,138.4
12/17/2020,139.19
12/18/2020,138.72
12/21/2020,138.48
12/22/2020,138.7
12/23/2020,138.11
12/24/2020,138.59
12/25/2020,138.77
12/28/2020,138.21
12/29/2020,138.75
12/30/2020,138.63
12/31/2020,138.96
1/1/2021,138.96
1/4/2021,138.8
1/5/2021,138.05
1/6/2021,136.83
1/7/2021,135.33
1/8/2021,135.46
1/11/2021,136.12
1/12/2021,134.71
1/13/2021,135.52
1/14/2021,136.57
1/15/2021,136.07
1/18/2021,135.81
1/19/2021,136.58
1/20/2021,136.32
1/21/2021,135.64
1/22/2021,134.35
1/25/2021,134.28
1/26/2021,134.37
1/27/2021,134.83
1/28/2021,134.8
1/29/2021,134.97
2/1/2021,135.43
2/2/2021,134.76
2/3/2021,133.62
2/4/2021,133.97
2/5/2021,133.68
2/8/2021,133.17
2/9/2021,133.13
2/10/2021,132.65
2/11/2021,133.31
2/12/2021,132.49
2/15/2021,132.12
2/16/2021,132.12
2/17/2021,129.63
2/18/2021,129.11
2/19/2021,128.28
2/22/2021,127.86
2/23/2021,127.12
